pubchem_id1,g_id1,pubchem_id2,g_id2,cell,label
2187,5,441203,85,BT549,0
1546,0,5329102,106,BT549,0
9884685,118,6419753,109,MDAMB468,1
104842,62,57469,50,BT549,0
5453,33,5352062,107,BT549,1
644241,92,2478,7,BT549,0
73265194,186,1550874,95,HUH7,0
11488320,132,25227436,162,BT549,0
9854073,115,452548,89,MCF7,1
354624,80,387447,82,BT549,0
3367,15,24197464,153,BT549,0
123631,64,163659,72,BT549,1
5453,33,5311,30,BT549,1
148124,68,54611422,175,BT549,1
60198,51,104741,61,BT549,1
9854073,115,216326,77,BT549,1
29327,44,2907,13,BT549,0
25126798,160,3657,18,BT549,1
25126798,160,60198,51,BT549,0
444795,86,5799,36,BT549,0
454216,90,4114,23,BT549,0
11626560,138,5453,33,BT549,0
4212,25,4211,24,BT549,0
5790,35,40926,49,BT549,0
5453,33,96312,60,BT549,0
208908,75,32874,45,BT549,0
4842,27,2478,7,BT549,1
23725625,152,52913813,174,BT549,1
135410875,193,356653,81,BT549,0
4842,27,5426,32,BT549,0
9854073,115,216239,76,BT549,0
6252,40,354624,80,BT549,1
2478,7,60699,52,BT549,0
11152667,126,45375953,168,KPL1,0
148124,68,3657,18,BT549,1
5426,32,2141,4,BT549,1
9884685,118,57340686,182,MDAMB468,0
11525740,135,11683,43,BT549,1
249332,79,4114,23,BT549,0
2723601,96,6442177,110,BT549,1
5291,29,24197464,153,BT549,0
5394,31,104741,61,BT549,0
11525740,135,104741,61,BT549,1
457193,91,6445540,111,BT549,0
11525740,135,2123,3,BT549,0
3081361,103,11494412,133,ZR751,0
135398738,191,241902,78,BT549,0
9956119,122,11373846,131,MDAMB468,1
5291,29,36314,46,BT549,0
354624,80,208908,75,BT549,0
36462,47,2662,9,BT549,0
11488320,132,24978538,157,KPL1,1
49847690,170,1691,1,A549,1
356653,81,148121,67,HS578T,0
454216,90,5311,30,BT549,1
10127622,123,11167602,127,KPL1,1
11626560,138,60699,52,BT549,0
6194,38,135401907,192,BT549,0
3902,21,24197464,153,BT549,0
104741,61,25227436,162,KPL1,1
6445540,111,176871,74,BT549,0
132971,66,6445540,111,BT549,0
51039095,173,25262792,163,BT549,1
6450551,112,4211,24,BT549,1
135401907,192,6445540,111,BT549,0
11488320,132,49867930,172,KPL1,0
2187,5,4114,23,BT549,0
452548,89,356653,81,BT549,1
62770,54,126941,65,BT549,1
23725625,152,6442177,110,KPL1,0
5311,30,126941,65,BT549,0
11683,43,135398738,191,BT549,1
241902,78,5746,34,BT549,1
3950,22,2907,13,BT549,1
5035,28,5426,32,BT549,0
667490,93,9703,42,BT549,0
123631,64,11520894,134,KPL1,0
2123,3,32874,45,BT549,0
25136944,161,1805,2,BT549,0
148124,68,5311,30,BT549,1
36462,47,3690,20,BT549,0
2578,8,176871,74,BT549,0
216326,77,77082,59,BT549,0
3367,15,6445540,111,BT549,0
5352062,107,126941,65,BT549,0
241902,78,387447,82,BT549,0
3950,22,6194,38,BT549,0
71384,58,241902,78,BT549,0
36314,46,3685,19,BT549,1
5790,35,38904,48,BT549,0
104842,62,5360373,108,BT549,1
249332,79,163659,72,BT549,0
6450551,112,36462,47,BT549,0
3690,20,451668,88,BT549,0
6194,38,6252,40,BT549,0
60198,51,5746,34,BT549,1
457193,91,667490,93,HS578T,0
5799,36,123608,63,BT549,0
6194,38,1805,2,BT549,1
135398738,191,3367,15,BT549,0
5311,30,163659,72,BT549,0
135410875,193,3950,22,BT549,0
4211,24,354624,80,BT549,0
6419753,109,1271002,94,MDAMB468,0
104842,62,54611422,175,BT549,0
11683,43,176871,74,BT549,1
24776445,154,3367,15,BT549,0
25227436,162,49867926,171,KPL1,0
3081361,103,25126798,160,BT549,1
135398738,191,2187,5,BT549,0
2123,3,68740,57,BT549,0
1805,2,2478,7,BT549,0
5935,37,2907,13,BT549,0
9927978,120,9703,42,BT549,0
5360373,108,148121,67,BT549,0
5284616,104,104741,61,BT549,0
2123,3,104741,61,BT549,0
11525740,135,24197464,153,BT549,0
6445540,111,387447,82,BT549,0
66541,56,23652660,151,MDAMB468,0
1805,2,5311,30,BT549,1
104842,62,241902,78,BT549,0
60198,51,208908,75,BT549,1
644241,92,68740,57,BT549,0
2733525,97,3657,18,BT549,1
2123,3,457193,91,BT549,1
2907,13,451668,88,BT549,1
354624,80,9703,42,BT549,0
5799,36,104741,61,BT549,0
11683,43,457193,91,HS578T,1
452548,89,6239,39,BT549,0
24776445,154,5426,32,BT549,1
5935,37,4842,27,BT549,0
25136944,161,2907,13,BT549,0
36314,46,5799,36,BT549,0
5035,28,123631,64,BT549,1
24776445,154,454216,90,BT549,1
5790,35,24197464,153,BT549,0
123631,64,449459,87,KPL1,1
3657,18,40926,49,BT549,1
5394,31,5426,32,BT549,1
3081361,103,132971,66,BT549,1
6194,38,2708,10,BT549,1
17755052,150,25262792,163,BT549,1
454216,90,68740,57,HS578T,1
9703,42,441203,85,BT549,0
60198,51,24197464,153,BT549,0
216326,77,216239,76,BT549,1
2123,3,54611422,175,BT549,0
51039095,173,16720766,147,KPL1,0
2723601,96,457193,91,BT549,1
5352062,107,148121,67,BT549,0
3385,16,2578,8,BT549,0
216326,77,6194,38,BT549,0
5284616,104,123608,63,BT549,0
123631,64,148124,68,BT549,1
11626560,138,123631,64,BT549,1
123631,64,11683,43,BT549,0
104741,61,148124,68,BT549,1
62770,54,54611422,175,BT549,0
51039095,173,58423153,184,MCF7,1
5284616,104,1805,2,BT549,0
3902,21,4211,24,BT549,0
6442177,110,2578,8,BT549,1
11525740,135,5329102,106,BT549,0
457193,91,40926,49,BT549,0
9927978,120,5360373,108,BT549,0
148124,68,104842,62,BT549,1
249332,79,54611422,175,BT549,1
452548,89,1805,2,BT549,1
9854073,115,241902,78,BT549,0
3367,15,2187,5,BT549,0
25136944,161,3685,19,BT549,0
24776445,154,5746,34,BT549,0
2123,3,148124,68,BT549,0
2662,9,24197464,153,BT549,0
25227436,162,16720766,147,KPL1,1
2708,10,1546,0,BT549,0
6252,40,444795,86,BT549,0
9927978,120,148124,68,BT549,0
5935,37,5426,32,BT549,0
3902,21,5360373,108,BT549,0
3657,18,135401907,192,BT549,1
6450551,112,9703,42,BT549,1
71384,58,4842,27,BT549,1
3902,21,4842,27,BT549,1
38904,48,104842,62,BT549,0
457193,91,2141,4,BT549,1
25136944,161,42611257,164,BT549,0
6450551,112,25126798,160,BT549,1
3081361,103,135401907,192,BT549,0
24776445,154,42611257,164,BT549,1
2733525,97,176871,74,HS578T,0
3950,22,4842,27,BT549,1
3902,21,667490,93,BT549,0
163659,72,5284616,104,BT549,1
400633,83,123608,63,BT549,1
9927978,120,3657,18,BT549,0
4212,25,5311,30,BT549,0
457193,91,451668,88,BT549,1
3950,22,9703,42,BT549,1
5453,33,441203,85,BT549,0
11525740,135,2907,13,BT549,1
123631,64,11656518,139,KPL1,0
5035,28,38904,48,BT549,1
25136944,161,135401907,192,BT549,0
6450551,112,135410875,193,BT549,1
9854073,115,444795,86,BT549,0
62770,54,451668,88,BT549,1
38904,48,387447,82,BT549,1
148124,68,77082,59,BT549,0
11525740,135,24776445,154,BT549,1
51039095,173,176167,73,KPL1,0
126941,65,24197464,153,BT549,0
9927978,120,4114,23,BT549,0
1271002,94,46215815,169,MDAMB468,0
241902,78,104842,62,BT549,0
6252,40,5360373,108,BT549,1
3902,21,123608,63,BT549,1
104741,61,356653,81,BT549,0
126941,65,2141,4,BT549,0
6450551,112,135398738,191,BT549,0
3081361,103,2733525,97,BT549,1
5035,28,5394,31,BT549,0
3081361,103,1805,2,BT549,0
4212,25,2187,5,BT549,0
24776445,154,6239,39,BT549,1
11626560,138,5291,29,BT549,0
3657,18,24197464,153,BT549,1
5394,31,441203,85,BT549,0
11152667,126,148177,69,KPL1,0
16750158,148,11707110,140,KPL1,1
6442177,110,68740,57,BT549,0
96312,60,387447,82,HS578T,0
6194,38,4211,24,BT549,0
96312,60,354624,80,BT549,0
11525740,135,135410875,193,BT549,0
9854073,115,123631,64,BT549,1
135410875,193,441203,85,BT549,0
132971,66,356653,81,BT549,0
60198,51,5426,32,BT549,1
241902,78,1805,2,BT549,1
216326,77,60699,52,BT549,1
135398738,191,3385,16,BT549,0
249332,79,2578,8,BT549,0
4211,24,5426,32,BT549,1
148124,68,68740,57,BT549,1
6442177,110,441203,85,BT549,1
148124,68,5426,32,MCF7,0
6450551,112,5426,32,BT549,1
123631,64,54761306,177,HCC1187,0
5035,28,77082,59,BT549,1
5311,30,2907,13,BT549,0
5453,33,644241,92,BT549,0
3081361,103,176871,74,BT549,0
2123,3,2141,4,BT549,0
3950,22,126941,65,BT549,0
452548,89,148121,67,BT549,1
2187,5,6239,39,BT549,0
11626560,138,5035,28,BT549,1
208908,75,24197464,153,BT549,0
451668,88,6445540,111,BT549,0
9854073,115,135401907,192,BT549,0
62770,54,454216,90,BT549,0
5035,28,25126798,160,BT549,0
4842,27,3685,19,BT549,0
24776445,154,1805,2,BT549,0
148124,68,163659,72,BT549,1
135398738,191,2708,10,BT549,0
6450551,112,5311,30,BT549,1
135398738,191,96312,60,BT549,0
11488320,132,6918289,113,KPL1,1
23725625,152,11717001,141,KPL1,1
10127622,123,6918289,113,KPL1,1
17755052,150,24964624,156,KPL1,1
60198,51,644241,92,BT549,1
3062316,102,5360373,108,BT549,1
5311,30,4211,24,BT549,0
135410875,193,60699,52,BT549,0
36462,47,2723601,96,BT549,0
2123,3,135401907,192,BT549,1
123631,64,17755052,150,KPL1,0
135398738,191,77082,59,BT549,0
5311,30,135401907,192,BT549,0
3385,16,38904,48,BT549,0
3950,22,441203,85,BT549,1
36462,47,5790,35,BT549,0
5311,30,29327,44,HS578T,0
3367,15,356653,81,BT549,0
5453,33,5394,31,BT549,1
249332,79,5352062,107,BT549,0
5035,28,454216,90,BT549,1
126941,65,2478,7,BT549,0
11152667,126,11707110,140,KPL1,0
71384,58,5352062,107,BT549,0
132971,66,2733525,97,BT549,1
11152667,126,11494412,133,KPL1,1
25136944,161,4842,27,BT549,0
5790,35,148121,67,BT549,1
4212,25,2141,4,BT549,0
5453,33,38904,48,BT549,0
126941,65,6239,39,BT549,0
2708,10,29327,44,BT549,0
4212,25,441203,85,BT549,0
5799,36,2123,3,BT549,0
40926,49,54611422,175,BT549,1
11626560,138,176871,74,BT549,1
60198,51,457193,91,BT549,1
2733525,97,135401907,192,BT549,0
5284616,104,176871,74,BT549,1
