pubchem_id1,g_id1,pubchem_id2,g_id2,cell,label
3081361,103,77082,59,BT549,1
9854073,115,24197464,153,BT549,0
3950,22,5935,37,BT549,0
644241,92,5746,34,BT549,0
208908,75,5935,37,BT549,0
11683,43,96312,60,BT549,0
249332,79,104842,62,BT549,0
10127622,123,6442177,110,KPL1,0
2907,13,32874,45,BT549,0
25126798,160,354624,80,BT549,0
6450551,112,1805,2,BT549,0
25136944,161,36314,46,BT549,0
6194,38,5426,32,BT549,0
132971,66,5394,31,BT549,0
3950,22,135398738,192,BT549,0
49847690,171,56946894,182,A549,1
644241,92,60699,52,BT549,0
25126798,160,123631,64,BT549,0
5394,31,5935,37,BT549,0
1805,2,54611422,176,BT549,0
4211,24,5935,37,BT549,0
5799,36,57469,50,BT549,1
60198,51,451668,88,BT549,1
104842,62,2907,13,BT549,0
148121,67,5426,32,BT549,0
123631,64,24197464,153,BT549,0
3950,22,6445540,111,BT549,0
2708,10,3685,19,BT549,0
62770,54,5935,37,BT549,0
123608,63,24197464,153,BT549,0
6252,40,2478,7,BT549,0
71384,58,3367,15,BT549,0
3081361,103,4261,26,ZR751,1
132971,66,6239,39,BT549,1
444795,86,5799,36,BT549,0
3385,16,3685,19,BT549,1
2708,10,5935,37,BT549,0
60198,51,126941,65,BT549,0
3902,21,96312,60,BT549,0
5453,33,6442177,110,BT549,0
9927978,120,356653,81,BT549,0
3950,22,2708,10,BT549,1
3062316,102,5360373,108,BT549,1
2123,3,356653,81,BT549,0
123631,64,4212,25,BT549,1
9863776,117,9884685,118,MDAMB468,0
5790,35,5394,31,BT549,0
1805,2,3685,19,BT549,1
2123,3,208908,75,BT549,0
241902,78,104842,62,BT549,0
49847690,171,24978538,157,A549,0
5035,28,9703,42,BT549,0
444795,86,60699,52,BT549,0
36462,47,2733525,97,BT549,0
454216,90,148121,67,BT549,0
5453,33,387447,82,BT549,0
25136944,161,3690,20,BT549,0
135398501,191,1271002,94,MDAMB468,0
644241,92,2578,8,BT549,0
36314,46,135401907,193,BT549,0
400633,83,387447,82,BT549,0
135398738,192,60699,52,BT549,0
51039095,174,11656518,139,KPL1,1
3950,22,444795,86,BT549,1
5035,28,32874,45,BT549,1
132971,66,354624,80,BT549,0
163659,72,77082,59,BT549,0
123631,64,104842,62,BT549,1
25136944,161,4211,24,BT549,0
2662,9,5790,35,BT549,0
6252,40,9703,42,BT549,0
5311,30,5360373,108,BT549,1
5799,36,24197464,153,BT549,1
135398501,191,6419753,109,MDAMB468,1
5284616,104,5935,37,BT549,0
452548,89,2723601,96,BT549,0
457193,91,2141,4,BT549,1
6419753,109,46215815,169,MDAMB468,0
3081361,103,216239,76,BT549,0
3367,15,5799,36,BT549,0
3081361,103,132971,66,BT549,1
2733525,97,176871,74,HS578T,0
123608,63,176871,74,BT549,0
6252,40,5360373,108,BT549,1
36462,47,40926,49,BT549,0
6450551,112,36462,47,BT549,0
5790,35,176871,74,BT549,0
23725625,152,86661883,188,BT549,1
54611489,177,32874,45,BT549,0
16659841,144,2719,11,KPL1,1
5360373,108,451668,88,BT549,1
71384,58,5935,37,BT549,0
452548,89,148121,67,BT549,1
38904,48,5311,30,BT549,1
25136944,161,4842,27,BT549,0
148124,68,40926,49,HS578T,0
1546,0,444795,86,BT549,0
4212,25,32874,45,BT549,1
5746,34,2578,8,BT549,0
24776445,154,25136944,161,BT549,0
135398738,192,241902,78,BT549,0
60198,51,644241,92,BT549,1
444795,86,5284616,104,BT549,0
5453,33,3690,20,BT549,0
5360373,108,667490,93,BT549,1
5790,35,5311,30,BT549,0
2907,13,24197464,153,BT549,0
36462,47,60699,52,BT549,0
3081361,103,135398738,192,BT549,0
5284616,104,4114,23,BT549,0
5360373,108,123608,63,BT549,0
2187,5,57469,50,BT549,0
9854073,115,6442177,110,BT549,1
24776445,154,11683,43,BT549,1
123631,64,241902,78,BT549,1
216239,76,77082,59,BT549,0
6252,40,29327,44,BT549,0
452548,89,249332,79,BT549,1
123631,64,2578,8,BT549,0
3902,21,2187,5,BT549,1
9854073,115,241902,78,BT549,0
25227436,162,135330301,190,KPL1,1
132971,66,60198,51,BT549,0
216326,77,216239,76,BT549,1
2907,13,176871,74,BT549,1
62770,54,135398738,192,BT549,0
24776445,154,5360373,108,BT549,0
126941,65,387447,82,BT549,0
2187,5,32874,45,BT549,0
6450551,112,5426,32,BT549,1
36314,46,3062316,102,BT549,1
4212,25,356653,81,BT549,1
9703,42,4114,23,BT549,0
5035,28,3062316,102,BT549,0
216326,77,1546,0,BT549,0
163659,72,241902,78,BT549,1
77082,59,3685,19,HS578T,0
10184653,125,51039095,174,BT549,0
25136944,161,135401907,193,BT549,0
5352062,107,5311,30,BT549,0
132971,66,2187,5,BT549,0
2478,7,40926,49,BT549,0
241902,78,29327,44,BT549,0
400633,83,24197464,153,BT549,0
23725625,152,176167,73,KPL1,0
135410875,194,2123,3,BT549,0
24197464,153,387447,82,BT549,0
11525740,135,5311,30,BT549,0
5453,33,5352062,107,BT549,1
1546,0,2141,4,BT549,0
5935,37,5426,32,BT549,0
132971,66,644241,92,BT549,0
104741,61,387447,82,BT549,0
11525740,135,2141,4,BT549,1
5035,28,54611422,176,BT549,0
1271002,94,9926586,119,MDAMB468,0
5453,33,2141,4,BT549,1
176871,74,3685,19,BT549,0
126941,65,2141,4,BT549,0
9854073,115,11626560,138,BT549,0
241902,78,24197464,153,BT549,0
123608,63,451668,88,BT549,0
126941,65,176871,74,BT549,0
4212,25,104842,62,BT549,1
5790,35,6445540,111,BT549,0
9826528,114,11373846,131,MDAMB468,1
208908,75,5329102,106,BT549,0
9703,42,24197464,153,BT549,0
5035,28,6450551,112,BT549,1
38904,48,5746,34,BT549,0
148124,68,60699,52,BT549,0
46215815,169,11373846,131,MDAMB468,0
2708,10,249332,79,BT549,0
5352062,107,5360373,108,BT549,1
23725625,152,16719221,146,KPL1,1
123631,64,54611422,176,BT549,0
132971,66,457193,91,HS578T,1
5790,35,5935,37,BT549,0
49847690,171,17755052,150,HCC1187,0
2733525,97,454216,90,BT549,0
25227436,162,11494412,133,KPL1,1
11626560,138,68740,57,BT549,1
16659841,144,11955716,142,KPL1,1
24776445,154,5935,37,BT549,0
9854073,115,3367,15,BT549,0
5394,31,163659,72,BT549,0
123631,64,56655374,181,A549,0
1805,2,241902,78,BT549,0
5352062,107,2907,13,BT549,0
208908,75,104741,61,BT549,0
24776445,154,5746,34,BT549,0
6252,40,5291,29,BT549,0
5453,33,354624,80,BT549,0
135410875,194,123608,63,BT549,0
123631,64,6239,39,BT549,1
2723601,96,148121,67,BT549,0
96312,60,3690,20,HS578T,0
132971,66,29327,44,BT549,0
62770,54,2708,10,BT549,0
25126798,160,5284616,104,BT549,0
400633,83,104842,62,BT549,0
148124,68,3685,19,BT549,1
148124,68,3690,20,BT549,0
216326,77,4211,24,BT549,1
5790,35,1805,2,BT549,1
216326,77,6445540,111,BT549,1
444795,86,1805,2,BT549,0
5453,33,5394,31,BT549,1
51039095,174,25033539,159,KPL1,1
25136944,161,32874,45,BT549,0
5799,36,4211,24,BT549,0
36462,47,42611257,164,BT549,0
135410875,194,176871,74,BT549,0
11525740,135,2907,13,BT549,1
452548,89,9927978,120,BT549,0
3902,21,135401907,193,BT549,1
56946894,182,25262792,163,KPL1,1
3081361,103,452548,89,BT549,0
1546,0,57469,50,BT549,0
135398738,192,451668,88,BT549,0
11525740,135,3657,18,BT549,0
25136944,161,9927978,120,BT549,0
2123,3,3062316,102,BT549,0
9826528,114,46215815,169,MDAMB468,1
57519543,184,17755052,150,BT549,0
400633,83,176871,74,BT549,0
249332,79,38904,48,BT549,0
57469,50,387447,82,BT549,0
400633,83,216239,76,BT549,0
36462,47,62770,54,BT549,1
4212,25,3690,20,BT549,0
11488320,132,6918289,113,KPL1,1
24776445,154,135398738,192,BT549,0
163659,72,441203,85,BT549,0
216326,77,135401907,193,BT549,0
25136944,161,5453,33,BT549,0
2123,3,6442177,110,BT549,0
135410875,194,6445540,111,BT549,0
216326,77,42611257,164,BT549,1
5352062,107,77082,59,BT549,0
5453,33,3062316,102,BT549,0
123608,63,135401907,193,BT549,0
135410875,194,452548,89,BT549,0
6252,40,216239,76,BT549,0
60198,51,11626560,138,BT549,1
6450551,112,2662,9,BT549,0
5291,29,354624,80,BT549,0
9854073,115,32874,45,BT549,0
25126798,160,444795,86,BT549,0
6194,38,148121,67,BT549,0
123608,63,4114,23,BT549,0
135398738,192,148124,68,BT549,0
5284616,104,2187,5,BT549,0
2723601,96,5311,30,BT549,0
104741,61,354624,80,BT549,0
6450551,112,5311,30,BT549,1
16659841,144,11494412,133,KPL1,0
4212,25,5790,35,BT549,1
6442177,110,68740,57,BT549,0
2662,9,441203,85,HS578T,0
2723601,96,2733525,97,BT549,0
11488320,132,176167,73,KPL1,0
3385,16,11626560,138,BT549,0
5035,28,3081361,103,BT549,0
96312,60,387447,82,HS578T,0
132971,66,25136944,161,BT549,0
11626560,138,5426,32,BT549,1
3950,22,29327,44,BT549,0
5035,28,5329102,106,BT549,0
4211,24,400633,83,BT549,0
126941,65,667490,93,BT549,0
5790,35,29327,44,BT549,0
3385,16,57469,50,BT549,0
241902,78,2578,8,BT549,0
25136944,161,454216,90,BT549,1
11683,43,3657,18,BT549,0
11683,43,29327,44,BT549,0
11525740,135,148121,67,BT549,0
71384,58,667490,93,BT549,0
163659,72,354624,80,BT549,0
452548,89,667490,93,BT549,0
104741,61,68740,57,BT549,0
60198,51,9703,42,BT549,1
66541,56,6419753,109,MDAMB468,0
3081361,103,42611257,164,BT549,1
3657,18,2141,4,BT549,0
356653,81,2578,8,BT549,0
241902,78,451668,88,BT549,0
457193,91,5284616,104,BT549,0
132971,66,5352062,107,BT549,0
6194,38,5790,35,BT549,0
25023738,158,23652660,151,MDAMB468,0
6450551,112,38904,48,BT549,1
5790,35,249332,79,BT549,0
9927978,120,3690,20,BT549,0
5799,36,123631,64,BT549,0
667490,93,441203,85,BT549,0
3081361,103,104741,61,BT549,1
400633,83,1805,2,BT549,0
249332,79,2478,7,BT549,1
68740,57,441203,85,BT549,0
38904,48,148124,68,BT549,0
57340686,183,25023738,158,MDAMB468,1
62770,54,457193,91,BT549,1
25227436,162,16719221,146,KPL1,1
2733525,97,135401907,193,BT549,0
62770,54,6194,38,BT549,0
36314,46,387447,82,BT549,0
60198,51,135398738,192,BT549,0
2123,3,9927978,120,BT549,0
62770,54,5329102,106,BT549,0
6442177,110,5935,37,BT549,0
5035,28,4212,25,BT549,0
25136944,161,6194,38,BT549,0
23725625,152,148195,70,KPL1,1
5035,28,71384,58,BT549,0
2708,10,176871,74,BT549,1
457193,91,176871,74,BT549,0
3062316,102,2578,8,BT549,1
24776445,154,667490,93,BT549,0
71384,58,135401907,193,BT549,0
5394,31,5329102,106,BT549,0
2907,13,57469,50,BT549,1
24776445,154,3657,18,BT549,0
5035,28,77082,59,BT549,1
444795,86,123608,63,BT549,0
123631,64,45375953,168,KPL1,0
25227436,162,17754438,149,KPL1,0
5453,33,9703,42,BT549,0
5790,35,3685,19,BT549,0
3385,16,1546,0,BT549,0
3950,22,1546,0,BT549,0
644241,92,5935,37,BT549,0
123631,64,5311,30,BT549,1
9927978,120,5453,33,BT549,0
135398738,192,354624,80,BT549,0
71384,58,6252,40,BT549,0
457193,91,5329102,106,BT549,0
457193,91,9703,42,BT549,0
77082,59,2187,5,BT549,0
135398738,192,9703,42,BT549,1
9884685,118,23652660,151,MDAMB468,1
457193,91,387447,82,MCF7,0
135398738,192,36314,46,BT549,0
2123,3,104842,62,BT549,0
3367,15,5394,31,BT549,0
132971,66,36314,46,BT549,0
451668,88,2141,4,BT549,1
9854073,115,24776445,154,BT549,0
62770,54,2907,13,BT549,0
5291,29,3062316,102,BT549,0
5311,30,57469,50,BT549,0
11525740,135,60699,52,BT549,0
11488320,132,16719221,146,KPL1,1
6239,39,29327,44,BT549,0
60198,51,3385,16,BT549,0
3081361,103,24197464,153,BT549,1
2187,5,451668,88,BT549,1
11152667,126,2733526,98,KPL1,1
135410875,194,104842,62,BT549,0
457193,91,5360373,108,BT549,1
62770,54,5311,30,BT549,0
241902,78,3690,20,BT549,0
9854073,115,216326,77,BT549,1
5360373,108,2478,7,BT549,0
2708,10,2578,8,BT549,0
123631,64,36462,47,BT549,1
104741,61,2141,4,BT549,0
62770,54,9703,42,BT549,0
9927978,120,216239,76,BT549,0
16659841,144,49867930,173,KPL1,1
208908,75,54611422,176,BT549,0
9826528,114,66541,56,MDAMB468,0
2708,10,60699,52,BT549,0
135410875,194,5311,30,BT549,0
52913813,175,56649450,180,BT549,1
11683,43,5329102,106,BT549,0
25126798,160,44462758,167,MDAMB468,0
3081361,103,32874,45,BT549,0
126941,65,356653,81,BT549,0
135401907,193,5426,32,BT549,1
5790,35,241902,78,BT549,0
132971,66,4114,23,BT549,1
6194,38,1805,2,BT549,1
3950,22,2578,8,BT549,0
5394,31,354624,80,BT549,0
163659,72,40926,49,BT549,0
3690,20,176871,74,BT549,0
123631,64,60699,52,BT549,1
3367,15,54611422,176,BT549,0
68740,57,3685,19,BT549,0
2723601,96,4114,23,BT549,0
3657,18,5284616,104,BT549,0
5035,28,2478,7,BT549,0
1546,0,5746,34,BT549,1
135410875,194,3902,21,BT549,0
1805,2,2578,8,BT549,0
4212,25,135398738,192,BT549,0
11488320,132,16654980,143,BT549,0
96312,60,4114,23,BT549,0
11525740,135,9854073,115,BT549,0
25136944,161,441203,85,BT549,0
71384,58,40926,49,BT549,0
644241,92,400633,83,BT549,0
3950,22,4842,27,BT549,1
216326,77,387447,82,BT549,1
6194,38,5284616,104,BT549,0
9927978,120,400633,83,BT549,0
3902,21,249332,79,BT549,0
11683,43,68740,57,BT549,0
148124,68,4211,24,BT549,1
3081361,103,4842,27,BT549,1
86661883,188,51039095,174,BT549,0
123631,64,11556711,136,KPL1,1
9927978,120,5284616,104,BT549,0
5035,28,40926,49,BT549,1
5799,36,4842,27,BT549,0
132971,66,441203,85,BT549,1
6252,40,5935,37,BT549,0
5284616,104,2141,4,BT549,1
25136944,161,356653,81,BT549,0
135398738,192,457193,91,BT549,1
11525740,135,3385,16,BT549,1
3081361,103,457193,91,BT549,1
56649450,180,17755052,150,BT549,0
104741,61,9703,42,BT549,0
216326,77,135410875,194,BT549,1
667490,93,176871,74,BT549,0
216239,76,2141,4,BT549,0
25126798,160,36462,47,BT549,0
452548,89,77082,59,BT549,0
25136944,161,2662,9,BT549,0
104741,61,6445540,111,BT549,0
54761306,178,24964624,156,BT549,0
23725625,152,6442177,110,KPL1,0
66541,56,25126798,160,MDAMB468,0
11152667,126,49867926,172,KPL1,0
216326,77,249332,79,BT549,0
216239,76,29327,44,BT549,0
644241,92,2141,4,BT549,0
9854073,115,2723601,96,BT549,0
49847690,171,3461,17,A549,1
36462,47,444795,86,BT549,0
5935,37,4842,27,BT549,0
11626560,138,5394,31,BT549,0
10127622,123,24964624,156,KPL1,0
16659841,144,9444,41,KPL1,1
96312,60,9703,42,BT549,0
156422,71,11373846,131,MDAMB468,0
25126798,160,32874,45,BT549,0
5035,28,4211,24,BT549,1
16659841,144,5311,30,KPL1,1
3950,22,4211,24,BT549,0
644241,92,40926,49,BT549,0
3081361,103,5035,28,BT549,1
9703,42,2141,4,BT549,1
9858940,116,2779853,99,MDAMB468,0
1805,2,5311,30,BT549,1
216326,77,6239,39,BT549,1
354624,80,104741,61,BT549,1
3950,22,38904,48,BT549,0
2708,10,3062316,102,BT549,1
5360373,108,5426,32,BT549,0
3062316,102,387447,82,BT549,0
5799,36,123608,63,BT549,0
51039095,174,86661883,188,MCF7,0
51039095,174,11167602,127,KPL1,1
2708,10,32874,45,BT549,0
1546,0,54611422,176,BT549,0
5035,28,2578,8,BT549,1
667490,93,9703,42,BT549,0
3657,18,454216,90,BT549,0
4114,23,54611422,176,BT549,0
5453,33,176871,74,BT549,0
9956119,122,9884685,118,MDAMB468,1
5394,31,4842,27,BT549,0
2723601,96,11626560,138,BT549,0
444795,86,57469,50,BT549,0
9927978,120,5935,37,BT549,0
135398738,192,57469,50,BT549,0
11525740,135,441203,85,BT549,1
5311,30,126941,65,BT549,0
25136944,161,5352062,107,BT549,1
4212,25,4114,23,BT549,0
62770,54,5453,33,BT549,0
66541,56,1271002,94,MDAMB468,0
3950,22,3657,18,BT549,0
4211,24,24197464,153,BT549,0
54761306,178,25262792,163,BT549,0
51039095,174,16720766,147,KPL1,0
6442177,110,387447,82,BT549,1
3081361,103,3657,18,BT549,1
6194,38,400633,83,BT549,0
3062316,102,29327,44,HS578T,1
5311,30,163659,72,BT549,0
36462,47,77082,59,BT549,0
11152667,126,11178236,128,KPL1,0
4212,25,387447,82,BT549,0
216326,77,176871,74,BT549,1
11525740,135,6445540,111,BT549,0
25126798,160,5426,32,BT549,1
2123,3,11626560,138,BT549,1
3081361,103,2733526,98,ZR751,0
25126798,160,71384,58,BT549,0
241902,78,135401907,193,BT549,1
5291,29,644241,92,BT549,0
24776445,154,2123,3,BT549,0
2723601,96,441203,85,BT549,0
62770,54,387447,82,BT549,0
4212,25,5329102,106,BT549,0
9927978,120,163659,72,BT549,1
241902,78,3685,19,HS578T,0
454216,90,54611422,176,BT549,0
5035,28,9854073,115,BT549,0
36462,47,249332,79,BT549,1
5394,31,5746,34,BT549,0
38904,48,454216,90,BT549,0
57469,50,32874,45,BT549,0
11626560,138,62770,54,BT549,0
24776445,154,400633,83,BT549,0
132971,66,148124,68,BT549,0
68740,57,2141,4,BT549,0
5426,32,2578,8,BT549,0
24776445,154,123631,64,BT549,0
216239,76,126941,65,BT549,0
3385,16,2187,5,BT549,0
9884685,118,9826528,114,MDAMB468,1
3902,21,5360373,108,BT549,0
6194,38,2723601,96,BT549,1
5311,30,123608,63,BT549,0
3385,16,4211,24,BT549,0
25126798,160,3367,15,BT549,0
3367,15,5426,32,BT549,0
104842,62,68740,57,BT549,0
3367,15,96312,60,BT549,0
24776445,154,452548,89,BT549,0
11626560,138,25126798,160,BT549,0
104741,61,2478,7,BT549,1
36314,46,667490,93,BT549,0
40926,49,3685,19,BT549,0
3657,18,667490,93,BT549,0
2123,3,123608,63,BT549,0
6442177,110,104741,61,BT549,0
96312,60,5426,32,BT549,0
71384,58,36462,47,BT549,1
216239,76,2187,5,BT549,0
25136944,161,2723601,96,BT549,0
208908,75,163659,72,BT549,0
11707110,140,17755052,150,KPL1,1
6194,38,9703,42,BT549,0
3081361,103,1546,0,BT549,0
71384,58,96312,60,BT549,1
16654980,143,10127622,123,BT549,1
11626560,138,4114,23,BT549,1
400633,83,5426,32,BT549,0
104842,62,54611422,176,BT549,0
4212,25,1546,0,BT549,0
10127622,123,6918289,113,KPL1,1
1546,0,148124,68,BT549,0
3081361,103,11717001,141,ZR751,0
3950,22,441203,85,BT549,1
60198,51,57469,50,BT549,1
135410875,194,3385,16,BT549,1
3902,21,4842,27,BT549,1
71384,58,441203,85,BT549,1
6450551,112,3690,20,BT549,1
73265194,187,10173277,124,HUH7,0
38904,48,77082,59,BT549,0
11683,43,4842,27,BT549,1
5352062,107,126941,65,BT549,0
11525740,135,451668,88,BT549,0
208908,75,135401907,193,BT549,0
11626560,138,25136944,161,BT549,0
2723601,96,2187,5,BT549,0
148124,68,6445540,111,BT549,0
4211,24,3690,20,BT549,0
104741,61,123608,63,BT549,0
2723601,96,38904,48,BT549,0
135410875,194,77082,59,BT549,0
6450551,112,2187,5,BT549,0
60198,51,36314,46,BT549,0
9854073,115,2141,4,BT549,0
4211,24,3685,19,BT549,0
11683,43,2141,4,BT549,0
123608,63,32874,45,BT549,0
163659,72,9703,42,BT549,0
2708,10,3902,21,BT549,0
454216,90,4211,24,UO31,0
5035,28,5291,29,BT549,0
5035,28,3657,18,BT549,1
25126798,160,3690,20,BT549,0
148121,67,123608,63,BT549,0
16659841,144,11717001,141,KPL1,0
11626560,138,241902,78,BT549,0
96312,60,3685,19,BT549,0
9927978,120,2478,7,BT549,0
11525740,135,40926,49,BT549,1
62770,54,3385,16,BT549,0
3367,15,208908,75,BT549,0
354624,80,2478,7,BT549,0
4212,25,5394,31,BT549,0
5426,32,3685,19,BT549,0
5291,29,400633,83,BT549,0
11525740,135,163659,72,BT549,1
163659,72,451668,88,BT549,1
3081361,103,11683,43,BT549,0
36462,47,1546,0,BT549,1
104741,61,40926,49,BT549,0
24776445,154,6252,40,BT549,0
6252,40,387447,82,BT549,0
5291,29,29327,44,BT549,0
11683,43,176871,74,BT549,1
5799,36,135398738,192,BT549,0
216239,76,441203,85,BT549,0
457193,91,3367,15,BT549,1
60198,51,68740,57,BT549,0
62770,54,42611257,164,BT549,0
2733525,97,57469,50,BT549,0
5799,36,452548,89,BT549,0
208908,75,451668,88,BT549,0
452548,89,5329102,106,BT549,0
11488320,132,148195,70,KPL1,0
123608,63,3685,19,BT549,0
3367,15,2478,7,BT549,0
9927978,120,148121,67,BT549,0
23725625,152,16681698,145,KPL1,1
2733525,97,2141,4,BT549,0
3367,15,2578,8,BT549,1
6252,40,5799,36,BT549,0
73265194,187,1550874,95,HUH7,0
36462,47,5426,32,BT549,0
135410875,194,2478,7,BT549,0
5394,31,5426,32,BT549,1
163659,72,5746,34,BT549,0
1546,0,38904,48,BT549,0
36462,47,36314,46,BT549,0
3081361,103,454216,90,BT549,1
60198,51,4211,24,BT549,1
2723601,96,163659,72,BT549,1
4212,25,667490,93,BT549,0
5352062,107,4211,24,BT549,0
216239,76,60699,52,BT549,0
148121,67,4842,27,BT549,1
163659,72,5426,32,BT549,0
131729795,189,54761306,178,KPL1,0
451668,88,176871,74,BT549,0
444795,86,400633,83,BT549,0
457193,91,5394,31,BT549,0
11525740,135,77082,59,BT549,1
452548,89,2578,8,BT549,0
126941,65,444795,86,BT549,0
10127622,123,45375953,168,KPL1,0
135398738,192,11626560,138,BT549,0
36462,47,9703,42,BT549,0
216326,77,11683,43,BT549,1
123631,64,9927978,120,BT549,0
77082,59,4842,27,BT549,0
126941,65,60699,52,BT549,0
3081361,103,11625818,137,ZR751,0
452548,89,11626560,138,BT549,0
9927978,120,2187,5,BT549,0
68740,57,32874,45,BT549,0
104842,62,2578,8,BT549,0
2662,9,54611422,176,BT549,0
36462,47,11626560,138,BT549,0
1805,2,126941,65,BT549,0
104842,62,2141,4,BT549,1
249332,79,29327,44,BT549,0
9854073,115,1546,0,BT549,1
4212,25,29327,44,BT549,0
444795,86,2478,7,BT549,0
51039095,174,11556711,136,KPL1,1
36462,47,3657,18,BT549,0
216326,77,29327,44,BT549,0
3062316,102,24197464,153,BT549,0
60198,51,2478,7,BT549,0
135398738,192,3385,16,BT549,0
9703,42,57469,50,BT549,0
3081361,103,57469,50,BT549,0
104842,62,441203,85,BT549,0
71384,58,5394,31,BT549,0
11626560,138,123631,64,BT549,1
6450551,112,42611257,164,BT549,0
5426,32,24197464,153,BT549,0
5291,29,68740,57,BT549,0
4114,23,24197464,153,BT549,0
56599293,179,86661883,188,BT549,1
2733525,97,77082,59,BT549,1
25126798,160,3950,22,BT549,1
16750158,148,11707110,140,KPL1,1
400633,83,68740,57,BT549,0
6252,40,2187,5,BT549,1
9854073,115,3081361,103,BT549,0
135401907,193,5746,34,BT549,0
1805,2,208908,75,BT549,0
9854073,115,36462,47,BT549,0
644241,92,54611422,176,HS578T,0
4211,24,6239,39,BT549,1
3385,16,6252,40,BT549,0
25126798,160,3062316,102,BT549,1
25023738,158,9858940,116,MDAMB468,0
3657,18,354624,80,BT549,1
444795,86,32874,45,BT549,0
25136944,161,9703,42,BT549,0
11488320,132,11626560,138,KPL1,0
135398738,192,24197464,153,BT549,0
25136944,161,135398738,192,BT549,0
11626560,138,24776445,154,BT549,0
9854073,115,5746,34,BT549,0
2723601,96,3657,18,BT549,0
216239,76,5935,37,BT549,0
11626560,138,6442177,110,BT549,0
208908,75,2187,5,BT549,0
96312,60,4211,24,BT549,0
104842,62,451668,88,BT549,1
9854073,115,3902,21,BT549,0
16659841,144,387447,82,KPL1,1
24776445,154,123608,63,BT549,0
6194,38,3367,15,BT549,0
2123,3,29327,44,BT549,0
123631,64,49867930,173,KPL1,1
3385,16,208908,75,BT549,0
96312,60,241902,78,BT549,1
2662,9,3690,20,BT549,1
5352062,107,387447,82,BT549,0
3902,21,444795,86,BT549,0
132971,66,208908,75,BT549,1
6450551,112,451668,88,BT549,0
3950,22,5790,35,BT549,0
5790,35,2187,5,BT549,0
9854073,115,249332,79,BT549,0
3902,21,4114,23,BT549,1
667490,93,3690,20,BT549,0
4212,25,3685,19,BT549,0
9927978,120,2733525,97,BT549,0
452548,89,4114,23,BT549,0
36462,47,5284616,104,BT549,0
25136944,161,96312,60,BT549,0
5453,33,5746,34,BT549,0
216326,77,5329102,106,BT549,0
9863776,117,25023738,158,MDAMB468,0
25126798,160,60198,51,BT549,0
452548,89,6442177,110,BT549,1
5799,36,6194,38,BT549,0
2708,10,24197464,153,BT549,0
24776445,154,3685,19,HS578T,0
452548,89,62770,54,BT549,0
3081361,103,1805,2,BT549,0
11683,43,354624,80,BT549,0
11683,43,2733525,97,BT549,0
123631,64,54761306,178,HCC1187,0
11626560,138,454216,90,BT549,0
5035,28,644241,92,BT549,0
216326,77,3657,18,BT549,1
1805,2,4211,24,BT549,0
11152667,126,11167602,127,KPL1,0
5746,34,3685,19,BT549,0
3081361,103,4114,23,BT549,1
132971,66,123631,64,BT549,0
2123,3,1805,2,BT549,0
5790,35,36314,46,BT549,0
11525740,135,96312,60,BT549,1
454216,90,3690,20,BT549,0
5799,36,25136944,161,BT549,0
123631,64,32874,45,HS578T,0
2662,9,24197464,153,BT549,0
2123,3,241902,78,BT549,0
11525740,135,11683,43,BT549,1
5284616,104,5360373,108,BT549,1
123631,64,25033539,159,KPL1,0
3902,21,5284616,104,BT549,0
